갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2002,신규, ,2021,신교동,"20,000",신현(101동),10,95,18,84.82, , ,6-13,11110,3
 ,1999,신규,21.11~23.11,2021,누상동,"14,000",청호그린빌,10,0,29,29.76, , ,40,11110,2
사용,2008,갱신,21.11~23.11,2021,사직동,"72,450",광화문스페이스본(101동~105동),10,0,1,94.51,"69,000", ,9,11110,6
 ,2008,신규,21.10~23.10,2021,사직동,"150,000",광화문스페이스본(106동),10,0,4,144.52, , ,9-1,11110,6
 ,2008,신규,22.01~24.01,2021,사직동,"65,000",광화문스페이스본(101동~105동),10,0,7,94.51, , ,9,11110,6
 ,2008,신규,21.12~23.12,2021,사직동,"20,000",광화문스페이스본(101동~105동),10,190,9,70.8, , ,9,11110,6
 ,2008,갱신,21.10~23.10,2021,사직동,"84,000",광화문스페이스본(101동~105동),10,0,9,108.55,"80,000", ,9,11110,13
 ,2008,신규,21.10~22.10,2021,사직동,"10,000",광화문스페이스본(101동~105동),10,270,11,94.51, , ,9,11110,4
 ,2008,신규,21.11~23.11,2021,사직동,"105,000",광화문스페이스본(106동),10,0,14,163.33, , ,9-1,11110,13
 ,2008, , ,2021,사직동,"74,500",광화문스페이스본(101동~105동),10,0,16,94.28, , ,9,11110,4
사용,2008,갱신,21.12~23.12,2021,사직동,"5,000",광화문스페이스본(101동~105동),10,270,19,94.51,"5,000",260,9,11110,1
 ,1983, , ,2021,당주동,"4,000",세종,10,120,1,91.46, , ,100,11110,10
 ,1983,신규,21.11~23.11,2021,당주동,"55,000",세종,10,0,1,104.73, , ,100,11110,4
 ,1983,신규,21.10~23.10,2021,당주동,"4,000",세종,10,120,1,91.46, , ,100,11110,10
사용,2004,갱신,21.11~23.11,2021,내수동,"60,000",경희궁의아침2단지,10,122,8,124.17,"60,000",110,71,11110,14
 ,2003,신규,21.12~23.12,2021,내수동,"150,000",경희궁파크팰리스,10,0,21,148.09, , ,95,11110,4
 ,2004,신규,21.11~23.11,2021,내수동,"10,000",경희궁의아침2단지,10,450,23,174.55, , ,71,11110,15
 ,1981,신규,21.11~22.10,2021,신문로1가,"5,000",신문로맨션,10,160,2,98.31, , ,238,11110,10
 ,1981,신규,21.11~22.10,2021,신문로1가,"5,000",신문로맨션,10,160,2,98.31, , ,238,11110,10
 ,2005,신규, ,2021,수송동,"28,000",로얄팰리스스위트,10,0,7,29.31, , ,85,11110,17
 ,2008,신규,21.10~22.10,2021,견지동,0,대성스카이렉스,10,500,13,149.8, , ,110,11110,8
 ,2003,신규,21.10~23.10,2021,익선동,"1,000",현대뜨레비앙,10,100,1,48.54, , ,55,11110,5
 ,2003,신규,21.10~23.10,2021,익선동,"1,000",현대뜨레비앙,10,100,1,48.54, , ,55,11110,5
 ,2003,신규,21.10~23.10,2021,익선동,"1,000",현대뜨레비앙,10,120,11,48.54, , ,55,11110,9
 ,2003,신규,21.11~23.11,2021,익선동,"1,000",현대뜨레비앙,10,75,15,28.1, , ,55,11110,8
사용,2003,갱신,21.10~23.10,2021,익선동,"25,000",현대뜨레비앙,10,0,18,46.64,"24,000", ,55,11110,2
 ,2003,신규,21.11~23.11,2021,익선동,"4,000",현대뜨레비앙,10,80,25,48.54, , ,55,11110,8
 ,2013,신규,21.10~22.10,2021,낙원동,500,삼일주택,10,50,1,13.86, , ,22-1,11110,9
 ,2006,신규,21.11~23.11,2021,인의동,"75,000",효성쥬얼리시티,10,0,5,92.81, , ,48-2,11110,14
 ,2006,신규,21.12~23.12,2021,인의동,"5,000",효성쥬얼리시티,10,190,28,84.7, , ,48-2,11110,7
 ,2021,신규,21.10~23.10,2021,효제동,"35,000",이지마루종로,10,0,7,25.55, , ,126-2,11110,13
 ,2021, , ,2021,효제동,"13,000",이지마루종로,10,65,14,26.65, , ,126-2,11110,10
 ,2021,신규,21.10~23.10,2021,효제동,"13,000",이지마루종로,10,65,14,26.65, , ,126-2,11110,10
 ,2021, , ,2021,효제동,"10,000",이지마루종로,10,90,15,26.33, , ,126-2,11110,8
 ,2021,신규,21.11~23.11,2021,효제동,"35,000",이지마루종로,10,0,18,26.65, , ,126-2,11110,13
 ,2021,신규,21.11~23.11,2021,효제동,"35,000",이지마루종로,10,0,18,26.65, , ,126-2,11110,13
 ,2021,신규,21.10~23.10,2021,효제동,"2,000",이지마루종로,10,130,28,26.33, , ,126-2,11110,11
 ,2014,신규,22.01~24.01,2021,연건동,"10,000",이화에수풀,10,29,30,16.98, , ,195-10,11110,11
 ,1995,신규,22.01~24.01,2021,명륜2가,"50,000",아남1,10,23,9,84.8, , ,4,11110,16
 ,1995, , ,2021,명륜2가,"10,500",아남1,10,158,10,84.8, , ,4,11110,11
 ,1995,갱신,21.11~23.11,2021,명륜2가,"10,500",아남1,10,158,10,84.8,"10,000", ,4,11110,11
 ,1996,신규,21.12~23.12,2021,명륜2가,"30,000",아남2,10,200,11,114.36, , ,236,11110,3
 ,1995, , ,2021,명륜2가,"50,000",아남1,10,0,15,84.9, , ,4,11110,1
사용,1995,갱신,22.01~24.01,2021,명륜2가,"65,100",아남1,10,0,16,84.9,"62,000", ,4,11110,15
 ,1999,신규,21.11~23.11,2021,명륜2가,"5,000",아남3,10,130,23,47.43, , ,237,11110,8
 ,1999, ,21.10~23.10,2021,창신동,"1,000",두산,10,10,1,59.95, , ,232,11110,16
 ,1992,신규,21.12~23.12,2021,창신동,"40,000",창신쌍용1,10,0,1,54.7, , ,702,11110,4
 ,1992,신규,21.10~23.10,2021,창신동,"50,000",창신쌍용1,10,0,2,79.87, , ,702,11110,5
 ,1999,갱신,21.11~23.11,2021,창신동,"40,500",두산,10,0,2,59.95,"35,000", ,232,11110,5
 ,1999,신규,21.11~23.11,2021,창신동,"45,000",두산,10,0,2,59.95, , ,232,11110,11
사용,2003,갱신,22.01~24.01,2021,창신동,"47,250",창신이수,10,0,8,84.5,"45,000", ,23-816,11110,6
 ,1968,신규,21.11~23.11,2021,창신동,"1,000",동대문상가,10,50,8,37.55, , ,436-64,11110,4
 ,1992,신규,21.10~23.10,2021,창신동,"15,000",창신쌍용1,10,65,9,54.7, , ,702,11110,14
 ,1999, , ,2021,창신동,"70,000",두산,10,0,11,84.9, , ,232,11110,11
 ,1970,신규,21.10~23.10,2021,창신동,"1,000",동문상가,10,45,11,46.09, , ,436-41,11110,5
 ,1999,신규,21.12~23.12,2021,창신동,"70,000",두산,10,0,11,84.9, , ,232,11110,11
 ,1993,갱신,21.10~22.09,2021,창신동,"20,000",창신쌍용2,10,100,13,115.53,"40,000", ,703,11110,8
 ,1999,신규,21.12~23.12,2021,창신동,"25,000",덕산,10,0,13,59.28, , ,639-50,11110,1
사용,1992,갱신,21.10~23.10,2021,창신동,"42,000",창신쌍용1,10,0,15,106.62,"40,000", ,702,11110,3
 ,1999,갱신,21.10~23.02,2021,창신동,"36,000",두산,10,30,16,59.95,"30,000",30,232,11110,22
 ,1999,신규,21.11~23.11,2021,창신동,"60,000",두산,10,0,18,84.9, , ,232,11110,4
 ,1993,신규,21.12~23.12,2021,창신동,"10,000",창신쌍용2,10,100,20,79.87, , ,703,11110,5
 ,1993,신규,21.12~23.12,2021,창신동,"10,000",창신쌍용2,10,100,20,79.87, , ,703,11110,5
 ,1993,갱신,21.11~23.11,2021,창신동,"28,300",창신쌍용2,10,0,22,64.66,"27,000", ,703,11110,7
