갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2008, , ,2020,사직동,"39,000",광화문스페이스본(101동~105동),6,120,2,94.51, , ,9,11110,3
 ,2008, , ,2020,사직동,"61,500",광화문스페이스본(101동~105동),6,0,4,126.34, , ,9,11110,7
 ,2008, , ,2020,사직동,"45,000",광화문스페이스본(101동~105동),6,100,5,94.51, , ,9,11110,13
 ,2008, , ,2020,사직동,"90,000",광화문스페이스본(101동~105동),6,0,11,136.4, , ,9,11110,10
 ,2008, , ,2020,사직동,"71,000",광화문스페이스본(101동~105동),6,0,11,95.88, , ,9,11110,7
 ,2008, , ,2020,사직동,"20,000",광화문스페이스본(101동~105동),6,300,12,158.99, , ,9,11110,5
 ,2008, , ,2020,사직동,"30,000",광화문스페이스본(101동~105동),6,150,25,94.51, , ,9,11110,13
 ,2008, , ,2020,사직동,"50,000",광화문스페이스본(101동~105동),6,190,25,151.81, , ,9,11110,10
 ,1981, , ,2020,당주동,"35,000",롯데미도파광화문빌딩,6,0,5,149.95, , ,145,11110,9
 ,1981, , ,2020,당주동,"20,000",롯데미도파광화문빌딩,6,60,18,93.36, , ,145,11110,8
 ,2004, , ,2020,내수동,"52,000",경희궁의아침3단지,6,0,5,174.55, , ,72,11110,11
 ,2004, , ,2020,내수동,"10,000",경희궁의아침2단지,6,250,11,124.17, , ,71,11110,16
 ,1994, , ,2020,내수동,"40,000",세종로대우,6,0,15,66.96, , ,167,11110,13
 ,2004, , ,2020,내수동,"100,000",경희궁의아침3단지,6,80,19,149, , ,72,11110,8
 ,2004, , ,2020,내수동,"80,000",경희궁의아침3단지,6,50,27,150.48, , ,72,11110,16
 ,2004, , ,2020,내수동,"130,000",경희궁의아침3단지,6,0,29,174.55, , ,72,11110,7
 ,2005, , ,2020,수송동,"59,000",로얄팰리스스위트,6,0,10,83.26, , ,85,11110,13
 ,2003, , ,2020,익선동,"17,000",현대뜨레비앙,6,0,9,43.98, , ,55,11110,7
 ,2003, , ,2020,익선동,"22,000",현대뜨레비앙,6,0,9,46.64, , ,55,11110,2
 ,2003, , ,2020,익선동,"25,000",현대뜨레비앙,6,0,10,48.54, , ,55,11110,8
 ,2003, , ,2020,익선동,"23,000",현대뜨레비앙,6,0,10,43.98, , ,55,11110,6
 ,2003, , ,2020,익선동,"23,000",현대뜨레비앙,6,0,10,43.98, , ,55,11110,6
 ,1998, , ,2020,익선동,"5,000",운현신화타워,6,100,12,74.52, , ,30-6,11110,15
 ,1998, , ,2020,익선동,"25,000",운현신화타워,6,0,12,74.52, , ,30-6,11110,15
 ,2003, , ,2020,익선동,"1,000",현대뜨레비앙,6,75,22,28.1, , ,55,11110,8
 ,2003, , ,2020,익선동,"25,100",현대뜨레비앙,6,0,23,46.64, , ,55,11110,5
 ,2006, , ,2020,인의동,"48,000",효성쥬얼리시티,6,0,2,84.64, , ,48-2,11110,14
 ,2006, , ,2020,인의동,"58,000",효성쥬얼리시티,6,0,17,98.39, , ,48-2,11110,9
 ,2006, , ,2020,인의동,"50,000",효성쥬얼리시티,6,0,17,84.98, , ,48-2,11110,14
 ,1995, , ,2020,명륜2가,"10,000",아남1,6,150,5,84.8, , ,4,11110,16
 ,1999, , ,2020,명륜2가,"53,000",아남3,6,0,13,94.86, , ,237,11110,4
 ,1999, , ,2020,명륜2가,"4,000",아남3,6,100,26,50.49, , ,237,11110,2
 ,1995, , ,2020,명륜2가,"60,000",아남1,6,0,27,84.9, , ,4,11110,6
 ,1995, , ,2020,명륜2가,"58,000",아남1,6,0,27,84.9, , ,4,11110,8
 ,1999, , ,2020,창신동,"51,000",두산,6,0,2,84.9, , ,232,11110,18
 ,1992, , ,2020,창신동,"28,000",창신쌍용1,6,0,2,54.7, , ,702,11110,4
 ,1992, , ,2020,창신동,"31,000",창신쌍용1,6,0,5,79.87, , ,702,11110,13
 ,1992, , ,2020,창신동,"29,000",창신쌍용1,6,0,6,54.7, , ,702,11110,5
 ,1992, , ,2020,창신동,"40,000",창신쌍용1,6,0,8,79.87, , ,702,11110,9
 ,1993, , ,2020,창신동,"39,000",창신쌍용2,6,0,11,106.62, , ,703,11110,12
 ,1992, , ,2020,창신동,"37,000",창신쌍용1,6,0,13,79.87, , ,702,11110,8
 ,1992, , ,2020,창신동,"29,000",창신쌍용1,6,0,13,54.7, , ,702,11110,3
 ,1993, , ,2020,창신동,"25,000",창신쌍용2,6,0,15,54.7, , ,703,11110,6
 ,2003, , ,2020,창신동,"48,000",창신이수,6,0,17,84.5, , ,23-816,11110,8
 ,1993, , ,2020,창신동,"31,000",창신쌍용2,6,0,19,79.87, , ,703,11110,7
 ,2003, , ,2020,창신동,"42,000",창신이수,6,0,19,84.5, , ,23-816,11110,8
 ,1992, , ,2020,창신동,"34,000",창신쌍용1,6,0,23,79.87, , ,702,11110,2
 ,1992, , ,2020,창신동,"37,000",창신쌍용1,6,0,23,79.87, , ,702,11110,10
 ,1999, , ,2020,창신동,"51,000",두산,6,0,24,84.9, , ,232,11110,10
 ,1992, , ,2020,창신동,"30,000",창신쌍용1,6,50,25,106.62, , ,702,11110,3
 ,1993, , ,2020,창신동,"40,000",창신쌍용2,6,0,26,79.87, , ,703,11110,3
 ,1993, , ,2020,창신동,"30,000",창신쌍용2,6,0,27,79.87, , ,703,11110,14
 ,1993, , ,2020,창신동,"30,000",창신쌍용2,6,0,27,79.87, , ,703,11110,14
 ,1993, , ,2020,창신동,"40,000",창신쌍용2,6,0,29,115.53, , ,703,11110,9
 ,2002, , ,2020,창신동,"20,000",그린,6,0,29,44.6, , ,23-326,11110,4
 ,1992, , ,2020,창신동,"37,000",창신쌍용1,6,0,30,79.87, , ,702,11110,5
 ,2015, , ,2020,숭인동,"4,864",영하우스,6,36,1,20.27, , ,207-32,11110,11
 ,2013, , ,2020,숭인동,"8,000",COZY빌딩,6,0,2,15.306, , ,317-39,11110,14
 ,2015, , ,2020,숭인동,"4,864",영하우스,6,36,2,20.27, , ,207-32,11110,12
 ,2015, , ,2020,숭인동,"4,864",영하우스,6,36,2,20.27, , ,207-32,11110,13
